Sentence,NER
"This suppressive effect was also seen in IL - 2 - driven cell growth of CD8 - positive lymphocytes purified from 7 - day PHA - blasts , indicating that CD4 molecules were not required for the suppression .",O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O B I O O O O O O O
The treatment with anti - V3 loop monoclonal antibody ( 902 antibody ) completely abolished the suppressive effect of V3 - BH10 .,O O O B I I I I I O B I O O O O O O O B I I O
"In addition , V3 - BH10 generated the arrest of Kit225 cells and also purified CD8 - positive lymphocytes in G1 phase in the presence of IL - 2 .",O O O B I I O O O O O O O O O O O O O O O O O O O O B I I O
Neither chromatin condensation nor DNA fragmentation was detected in Kit225 cells cultured with V3 - BH10 and IL - 2 .,O B O O O O O O O O O O O B I I O B I I O
"Thus , the binding of V3 loop of gp120 to the cell surface molecule ( s ) appears to affect intracellular IL - 2 signaling , which leads to the suppression of IL - 2 - induced T cell growth",O O O O O B I O B O O O O O O O O O O O O B I I O O O O O O O O B I I O O O O O
A negative role for phosphoinositide 3 - kinase in T - cell antigen receptor function .,O O O O B I I I O B I I I I O O
BACKGROUND : A delicate balance between positive and negative regulatory mechanisms during T - cell activation determines the specificity and magnitude of an immune response .,O O O O O O O O O O O O O O O O O O O O O O O O O O
"Phosphoinositide 3 - kinase ( PI 3 - kinase ) is activated by a diverse set of receptors that determine T - cell function , including the T - cell antigen receptor ( TCR ) , the costimulatory receptor CD28 , and negative regulators of T - cell activation such as CTLA - 4 .",B I I I O B I I I O O O O O O O O O O O O O O O O O O B I I I I O B O O O B I I O O B I O O O O O O O B I I O
PI 3 - kinase is also regulated by the haematopoietic cytokines that determine T - cell differentiation and lymphocyte proliferation .,B I I I O O O O O O O O O O O O O O O O O
PI 3 - kinase can thus dynamically influence the outcome of the immune reactions at various stages .,B I I I O O O O O O O O O O O O O O
"In this study , we investigated the importance of PI 3 - kinase in TCR - directed T - cell activation using activated or inhibitory versions of PI 3 - kinase .",O O O O O O O O O B I I I O B O O O O O O O O O O O O B I I I O
RESULTS : Certain aspects of TCR responses such as the induction of transcriptional activity of AP1 and serum response factor were not affected by expression of the mutant forms of PI 3 - kinase .,O O O O O B O O O O O O O O O B O B I I O O O O O O O O O O B I I I O
"We found , however , that PI 3 - kinase profoundly influenced the transactivation capacity of ' nuclear factor of activated T cells ' ( NF - AT ) elicited by the TCR : expression of an activated form of PI 3 - kinase inhibited TCR - mediated NF - AT responses , whereas expression of a dominant negative mutant of PI 3 - kinase potently enhanced TCR - controlled NF - AT induction .",O O O O O O B I I I O O O O O O O B I I I I I O O B I I O O O O B O O O O O O O B I I I O B O O B I I O O O O O O O O O O B I I I O O B O O B I I O O
"These effects of PI 3 - kinase were not mediated by previously identified PI 3 - kinase effectors , such as protein kinase B , a positive regulator of PI 3 - kinase , or the GTPase Rac , and are therefore likely to involve a novel , as yet unknown , effector molecule .",O O O B I I I O O O O O O B I I I I O O O B I I O O B I O B I I I O O O B I O O O O O O O O O O O O O O B I O
The Pax - 5 gene is alternatively spliced during B - cell development .,O B I I I O O O O O O O O O
The transcription factor Pax - 5 is expressed during the early stages of B - cell differentiation and influences the expression of several B - cell - specific genes .,O B I I I I O O O O O O O O O O O O O O O O O B I I I I I O
"In addition to the existing isoform ( Pax - 5 , which we have named Pax - 5a ) , we have isolated three new isoforms , Pax - 5b , Pax - 5d , and Pax - 5e , from murine spleen and B - lymphoid cell lines using library screenings and polymerase chain reaction amplification .",O O O O O O O B I I O O O O O B I I O O O O O O O O O B I I O B I I O O B I I O O O O O O O O O O O O O O O O O O O
"Isoforms Pax - 5b and Pax - 5e have spliced out their second exon , resulting in proteins with only a partial DNA - binding domain .",O B I I O B I I O O O O O O O O O O O O O O B I I I O
"Isoforms Pax - 5d and Pax - 5e have deleted the 3 ' - region , which encodes the transactivating domain , and replaced it with a novel sequence .",O O O O O B I I O O O B I I I O O O O O O O O O O O O O O O
The existence of alternative Pax - 5 transcripts was confirmed using RNase protection assays .,O O O O B I I I O O O B O O O
"Furthermore , Pax - 5a and Pax - 5b proteins were detected using Western blot analysis .",O O B I I O B I I I O O O O O O O
"Mobility shift assays showed that in vitro translated Pax - 5a and Pax - 5d , but not Pax - 5b or Pax - 5e , could interact with a B - cell - specific activator protein - binding site on the blk promoter .",O O O O O O O O B I I O B I I O O O B I I O B I I O O O O O B I I I I I I I I I O O B I O
"Using this assay , we also showed that Pax - 5d was present in nuclear extracts of some ( but not all ) B - lymphoid lines and interacts with the B - cell - specific activator protein - binding site .",O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O B I I I I I I I I I O
The pattern of differential expression of alternatively spliced Pax - 5 isoforms suggests that they may be important regulators of transcription during B - cell maturation .,O O O O O O B I I I I I O O O O O O B I I O O O O O O
Reconstitution of T cell antigen receptor - induced Erk2 kinase activation in Lck - negative JCaM1 cells by Syk .,O O O O O O O O B I O O O O O O O O B O
We have previously reported that the activation of Syk is less dependent on the Src family kinase Lck than the activation of Zap .,O O O O O O O O B O O O O O B I I B O O O O B O
Here we report that overexpression of Syk in the Lck - negative JCaM1 cells enabled the T cell antigen receptor / CD3 complex to induce a normal activation of the mitogen - activated protein kinase ( MAPK ) pathway and expression of a nuclear factor of activated T cells reporter construct .,O O O O O O B O O O O O O O O O B I I I I I I O O O O O O O B I I I I O B O O O O O O B I I I I I O O O
"In contrast , Zap and other protein - tyrosine kinases were unable to reconstitute these signaling pathways when expressed at the same levels .",O O O B O O B I I I O O O O O O O O O O O O O O
"In parallel , Syk was phosphorylated on tyrosine , while Zap was not .",O O O B O O O O O O B O O O
The Syk - mediated T cell antigen receptor - induced MAPK activation was detectable within 1 min of receptor stimulation and peaked at 3 - 5 min .,O B O O B I I I O O B O O O O O O O O O O O O O O O O O
"The capacity of Syk to reconstitute the MAPK response required the catalytic activity of Syk , an intact autophosphorylation site ( Y518 and Y519 ) , both Src homology 2 domains and it was blocked by the inhibitory N17 - mutated dominant - negative Ras construct .",O O O B O O O B O O O O O O B O O O B I O O O O O O O B I I I O O O O O O B I I I I I I I I O
"A Y341 - - > F mutant of Syk , which is deficient in its interaction with phospholipase Cy1 and Vav , was less efficient than wild - type Syk .",O O O O O B I O B O O O O O O O O B I O B O O O O O B I I I O
"Our results suggest that Syk , in contrast to Zap , can transduce signals from the T cell antigen receptor independently of Lck .",O O O O B O O O O B O O O O O O B I I I O O B O
Activation of the transcription factor MEF2C by the MAP kinase p38 in inflammation .,O O O B I B O O B I I O O O
"For cells of the innate immune system to mount a host defence response to infection , they must recognize products of microbial pathogens such as lipopolysaccharide ( LPS ) , the endotoxin secreted by Gram - negative bacteria .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"These cellular responses require intracellular signalling pathways , such as the four MAP kinase ( MAPK ) pathways .",O O O O O O O O O O O O B I O B O O O
In mammalian cells the MAPK p38 is thought to play an important role in the regulation of cellular responses during infection through its effects on the expression of proinflammatory molecules .,O O O O B I O O O O O O O O O O O O O O O O O O O O O O B I O
Here we demonstrate a link between the p38 pathway and a member of the myocyte - enhancer factor 2 ( MEF2 ) group of transcription factors .,O O O O O O O B O O O O O O B I I I I I I I I O B I O
"We found that in monocytic cells , LPS increases the transactivation activity of MEF2C through p38 - catalysed phosphorylation .",O O O O O O O O O O O O O B O B O O O O
One consequence of MEF2C activation is increased c - jun gene transcription .,O O O B O O O B I I I O O
Our results show that p38 may influence host defence and inflammation by maintaining the balance of c - Jun protein consumed during infection .,O O O O B O O O O O O O O O O O B I I I O O O O
Cellular redox status influences both cytotoxic and NF - kappa B activation in natural killer cells .,O O O O O O O O O O O O O O O O O
The role of cellular redox status in both cytotoxic activity and NF - kappa B activation in natural killer ( NK ) cells was investigated .,O O O O O O O O O O O B I I I O O O O O O O O O O O
"The results indicate that stimulation of NK cells , either freshly isolated from peripheral blood lymphocytes ( PBL ) or long - term cultured NK clones , with specific cell targets results in an increased binding activity of NF - kappa B and AP - 1 transcription factors measured by gel retardation .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O B I I B I O O O O O
Pretreatment of NK cells with the antioxidant pyrrolidine dithiocarbarmate ( PDTC ) leads to the inhibition of NF - kappa B activation but the AP - 1 binding to DNA was superinduced .,O O O O O O O O O O O O O O O O O B I I I O O O B I I O O O O O O
The inhibition of NF - kappa B by PDTC paralleled with an inhibition of spontaneous cytotoxicity mediated by NK cells .,O O O B I I I O O O O O O O O O O O O O O
"Moreover , the inhibitors of serine proteases , N - alpha - tosyl - L - lysine chloromethyl ketone and N - alpha - tosyl - L - phenylalanine chloromethyl ketone , also blocked the cytolytic activity of NK cells against the sensitive target K562 .",O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In contrast , NK activity was not affected by pretreatment of the effector cells with the proteasome inhibitor N - acetyl - leu - leu - norleucinal which selectively inhibits NF - kappa B activation .",O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O B I I I O O
The E2F family of transcription factors are thought to play an important role in the control of cell cycle progression .,O B I O B I O O O O O O O O O O O O O O O
There is now also increasing evidence that some family members may act as oncogenes or tumour suppressor genes .,O O O O O O O O O O O O O B O B I I O
The characterization of these proteins in human primary haemopoietic cells and acute myeloid leukaemia ( AML ) blasts may thus give an insight to the molecular mechanisms governing proliferation and leukaemogenesis in these cells .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Therefore we analysed the expression of E2F - DNA binding activity and the constituent proteins found in the complexes in human primary haemopoietic cells of various lineages .,O O O O O O B O O O O O O O O O O O O O O O O O O O O O
"On electromobility shift assays ( EMSA ) a single E2F - DNA binding complex was detected in T cells , B cells and monocytes which was shown to contain E2F - 4 , DP - 1 and p130 , indicating that all quiescent haemopoietic cells have the same complex .",O O O O O O O O O B I I I I O O O O O O O O O O O O O O O B I I O B I I O B O O O O O O O O O O O O
Examination of 18 AML samples by EMSA revealed the presence of E2F binding and no gross abnormalities were detected .,O O O O O O O O O O O B O O O O O O O O
Thus abnormalities of E2F function are unlikely to play a primary pathogenic role in AML .,O O O B O O O O O O O O O O O O
Characterization of a mutant cell line that does not activate NF - kappaB in response to multiple stimuli .,O O O O O O O O O O B I I O O O O O O
Numerous genes required during the immune or inflammation response as well as the adhesion process are regulated by nuclear factor kappaB ( NF - kappaB ) .,O O O O O O O O O O O O O O O O O O B I I O B I I O O
"Upon stimulation by various agents , I kappaB is proteolyzed and NF - kappaB translocates to the nucleus , where it activates its target genes .",O O O O O O B I O O O B I I O O O O O O O O O O O O
"We demonstrate that upon stimulation by lipopolysaccharide , Taxol , phorbol myristate acetate , interleukin - 1 , or double - stranded RNA , I kappaB alpha is not degraded , as a result of an absence of induced phosphorylation on serines 32 and 36 .",O O O O O O O O O O O O O O B I I O O B I I I O B I I O O O O O O O O O O O O O O O O O O O
"Neither a mutation in I kappaB alpha nor a mutation in p50 or relA , the two major subunits of NF - kappaB in this cell line , accounts for this phosphorylation defect .",O O O O B I I O O O O B O B O O O O O O B I I O O O O O O O O O O O
"As well as culminating in the inducible phosphorylation of I kappaB alpha on serines 32 and 36 , all the stimuli that are inactive on 1 . 3E2 cells exhibit a sensitivity to the antioxidant pyrrolidine dithiocarbamate ( PDTC ) .",O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In contrast , stimuli such as hyperosmotic shock or phosphatase inhibitors , which use PDTC - insensitive pathways , induce I kappaB alpha degradation in 1 . 3E2 .",O O O O O O O O O O O O O O O O O O O O B I O O O O O O O
Analysis of the redox status of 1 . 3E2 does not reveal any difference from wild - type 70Z / 3 .,O O O O O O O O O O O O O O O O O O O O O O
"We also report that the human T - cell leukemia virus type 1 ( HTLV - 1 ) - derived Tax trans - activator induces NF - kappaB activity in 1 . 3E2 , suggesting that this viral protein does not operate via the defective pathway .",O O O O O B I I I I I I I I I I I I I I I I I I O B I I O O O O O O O O O O O O O O O O O O O
"Finally , we show that two other I kappaB molecules , I kappaB beta and the recently identified I kappaB epsilon , are not degraded in the 1 . 3E2 cell line following stimulation .",O O O O O O O B I I O B I I O O O O B I I O O O O O O O O O O O O O O
"In addition , this analysis suggests a common step in the signaling pathways that trigger I kappaB alpha , I kappaB beta , and I kappaB epsilon degradation .",O O O O O O O O O O O O O O O B I I O B I I O O B I I O O
Involvement of Egr - 1 / RelA synergy in distinguishing T cell activation from tumor necrosis factor - alpha - induced NF - kappa B1 transcription .,O O B I I B I O O O O O O O B I I I I O O B I I I O O
NF - kappa B is an important transcription factor required for T cell proliferation and other immunological functions .,B I I I O O O B I O O O O O O O O O O
The NF - kappa B1 gene encodes a 105 - kD protein that is the precursor of the p50 component of NF - kappa B .,O B I I I I O O B I I I O O O O O O B I O B I I I O
"Previously , we and others have demonstrated that NF - kappa B regulates the NF - kappa B1 gene .",O O O O O O O O B I I I O O B I I I I O
"In this manuscript we have investigated the molecular mechanisms by which T cell lines stimulated with phorbol 12 - myristate 13 - acetate ( PMA ) and phytohemagglutin ( PHA ) display significantly higher levels of NF - kappa B1 encoding transcripts than cells stimulated with tumor necrosis factor - alpha , despite the fact that both stimuli activate NF - kappa B .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B O B O O O O O O B I I I O B O O O O B I I I I O O O O O O O O B I I I O
Characterization of the NF - kappa B1 promoter identified an Egr - 1 site which was found to be essential for both the PMA / PHA - mediated induction as well as the synergistic activation observed after the expression of the RelA subunit of NF - kappa B and Egr - 1 .,O O O B I I I I O O B I I I O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B I I I O B I I O
"Furthermore , Egr - 1 induction was required for endogenous NF - kappa B1 gene expression , since PMA / PHA - stimulated T cell lines expressing antisense Egr - 1 RNA were inhibited in their ability to upregulate NF - kappa B1 transcription .",O O B I I O O O O O B I I I O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O
Our studies indicate that transcriptional synergy mediated by activation of both Egr - 1 and NF - kappa B may have important ramifications in T cell development by upregulating NF - kappa B1 gene expression .,O O O O O O O O O O O B I I O B I I I O O O O O O O O O O B I I I O O O
The synthesis and immunogenicity of varicella - zoster virus glycoprotein E and immediate - early protein ( IE62 ) expressed in recombinant herpes simplex virus - 1 .,O O O O O B I I I I I O B I I I O B O O O O O O O O O O
Three HSV / VZV recombinants were generated : ( 1 ) VZV gE protein coding sequences along with the promoter region were inserted into the thymidine kinase ( TK ) gene of HSV - 1 strain KOS ; ( 2 ) VZV gE expressed from the HSV - 1 ICP4 promoter was inserted into the glycoprotein C ( gC ) gene of HSV - 1 strain F ; and ( 3 ) VZV IE62 protein coding sequences under the control of the HSV - 1 ICP4 promoter were inserted into the gC gene of HSV - 1 strain F .,O B I I I O O O O O O B I I I I O O O B I O O O O B I I I I I O O O O O O O O O O B I O O O B I I I I O O O O B I I I I I O O O O O O O O O O O B I I I I O O O O O B I I I I O O O O B I O O O O O O O
"Following intracranial inoculation in mice , both VZV gE - HSV ( TK ) and VZV IE62 - HSV ( gC ) induced an IgG response against VZV gE or VZV IE62 .",O O O O O O O B I I I O B O O B I I I O B O O O B O O B I O B I O
These experiments demonstrate that HSV - 1 is a competent vector for expression of these VZV proteins and support the feasibility of engineering a combined vaccine for these closely related alpha - herpesviruses .,O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O
"Constitutive dephosphorylation and activation of a member of the nuclear factor of activated T cells , NF - AT1 , in Tax - expressing and type I human T - cell leukemia virus - infected human T cells .",O O O O O O O O O B I I I I I O B I I O O O O O O O O O O O O O O O O O O O O
The tax gene product of the type I human T - cell leukemia virus ( HTLV - I ) transactivates interleukin - 2 ( IL - 2 ) gene through activation of an enhancer termed CD28 responsive element ( CD28RE ) .,O O O O O O O O O O O O O O O O O O O O B I I I I I I I I O O O O O O B I I O B O O
"Tax activation of the CD28RE is partially mediated by a member of the nuclear factor of activated T cells , NF - AT1 .",B O O O B O O O O O O O O B I I I I I O B I I O
"We have previously shown that NF - AT1 is constitutively active in Jurkat T cells stably transfected with the Tax cDNA , although the underlying molecular mechanism and physiological relevance of this finding remain unclear .",O O O O O B I I O O O O O O O O O O O B I O O O O O O O O O O O O O O O
"Furthermore , the dephosphorylated NF - AT1 can be rapidly rephosphorylated when the cells are incubated with cyclosporin A , an immunosuppressant inhibiting the serine / threonine phosphatase calcineurin .",O O O O B I I O O O O O O O O O O O O O O O O O B I I I B O
"These results suggest that activation of NF - AT1 in Tax - expressing and HTLV - I - transformed T cells results from its dephosphorylation , which in turn may be due to deregulation of calcineurin",O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O B
NFAT proteins constitute a family of transcription factors involved in mediating signal transduction .,B I O O O O B I O O O O O O
"Using a panel of specific antisera in immunoprecipitation assays , we found that NFATp ( 135 kDa ) is constitutively expressed in normal human T cells , while synthesis of NFATc ( predominant form of 86 kDa ) is induced by ionomycin treatment .",O O O O O O O O O O O O O B O B I O O O O O O O O O O O O O B O O O O B I O O O O O O O
"NFAT4 / x was very weakly expressed in unstimulated cells , and its level did not increase upon treatment with activating agents .",B I I O O O O O O O O O O O O O O O O O O O O
NFAT3 protein was not observed under any conditions .,B I O O O O O O O
"In addition , translation of NFATc mRNA apparently initiates at two different AUG codons , giving rise to proteins that differ in size by 36 amino acids .",O O O O O B I O O O O O B I O O O O O O O O O O O O O O
Additional size heterogeneity of both NFATc and NFATp results from phosphorylation .,O O O O O B O B O O O O
"In DNA binding assays , both PMA plus anti - CD28 and PMA plus ionomycin resulted in nuclear NFAT .",O O O O O O O O B I I O O O O O O B I O
"Surprisingly , the PMA - ionomycin - induced synthesis of NFATc that was detected by immunoprecipitation was not mirrored in the DNA binding assays : nearly all of the activity was due to NFATp .",O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O B O
This is the first study of expression of all family members at the protein level in normal human T cells .,O O O O O O O O O O O O O O O O O O O O O
"Of the GATA - binding proteins , only GATA - 4 selectively regulates the human IL - 5 gene promoter in IL - 5 producing cells which express multiple GATA - binding proteins .",O O B I I I O O B I I O O O B I I I I I O O O O O O O O B I I I I O
Interleukin - 5 ( IL - 5 ) is produced by T lymphocytes and known to support B cell growth and eosinophilic differentiation of the progenitor cells .,B I I O B I I O O O O O O O O O O O O O O O O O O O O O
"Using ATL - 16T cells which express IL - 5 mRNA , we have identified a region , within the human IL - 5 gene promoter , that regulates IL - 5 gene transcription .",O O O O O O O B I I I O O O O O O O O O B I I I I I O O O B I I I O O
"This cis - acting sequence contains the core binding motif , ( A / T ) GATA ( A / G ) , for GATA - binding family proteins and thus suggests the involvement of these family members .",O B I I I O O B I I O O O O O O O O O O O O O O B I I I I O O O O O O O O O O
"In this report , we describe the cloning of human GATA - 4 ( hGATA - 4 ) and show that hGATA - 4 selectively interacts with the - 70 GATA site within the IL - 5 proximal promoter region .",O O O O O O O O O B I I I O B I I O O O O B I I O O O O B I I I O O B I I I I I O
"By promoter deletion and mutation analyses , we established this region as a positive regulatory element .",O O O O O O O O O O O O O B I I O
"ATL - 16T cells express mRNA of three GATA - binding proteins , hGATA - 2 , hGATA - 3 and hGATA - 4 , and each of them has a potential to bind to the consensus ( A / T ) GATA ( G / A ) motif .",O O O O O B O O B I I I O B I I O B I I O B I I O O O O O O O O O O O O B I I I I I I I I I I I I O
"However , using ATL - 16T nuclear extract , we demonstrated that GATA - 4 is the only GATA - binding protein that forms specific DNA - protein complex with the - 70 GATA site .",O O O O O O O O O O O O B I I O O O B I I I O O O B I I I O O B I I I O
"When the transactivation ability was compared among the three , GATA - 4 showed the highest activity .",O O O O O O O O O O B I I O O O O O
Control of NFATx1 nuclear translocation by a calcineurin - regulated inhibitory domain .,O O B O O O O B I I I I O
The nuclear factor of activated T cells ( NFAT ) regulates cytokine gene expression in T cells through cis - acting elements located in the promoters of several cytokine genes .,O B I I I I I O B O O B I O O O O O B I I I O O O B O O B I O
"NFATx1 , which is preferentially expressed in the thymus and peripheral blood leukocytes , is one of four members of the NFAT family of transcription factors .",B O O O O O O O O O O O O O O O O O O O O B I O B I O
We have performed domain analysis of NFATx1 by examining the effects of deletion mutations .,O O O O O O B O O O O O O O O
We also identified a potent inhibitory sequence within its N - terminal domain .,O O O O O B I O O B I I I O
"We show that the inactivation of the inhibition was dependent on the activity of calcineurin , a calcium - calmodulin - dependent phosphatase .",O O O O O O O O O O O O O O B O O B I I I I I O
"We also show that calcineurin associated with the N - terminal domain of NFATx1 at multiple docking sites and caused a reduction of size , indicative of dephosphorylation , in NFATx1 .",O O O O B O O O B I I I O B O B I I O O O O O O O O O O O O B O
"We have mapped the inhibitory activity to less than 60 residues , containing motifs that are conserved in all NFAT proteins .",O O O O O O O O O B I O O O O O O O O B I O
"Finally , we demonstrate that deletion in NFATx1 of the mapped 60 residues leads to its nuclear translocation independent of calcium signaling .",O O O O O O O B O O O B I O O O O O O O O O O
Our results support the model proposing that the N - terminal domain confers calcium - signaling dependence on NFATx1 transactivation activity by regulating its intracellular localization through a protein module that associates with calcineurin and is a target of its phosphatase activity .,O O O O O O O O B I I I O O O O O O B O O O O O O O O O O O O O O B O O O O O O B O O
Neuronal ( type I ) nitric oxide synthase regulates nuclear factor kappaB activity and immunologic ( type II ) nitric oxide synthase expression .,B I I I I I I I O B I I O O B I I I I I I I O O
Nitric oxide subserves diverse physiologic roles in the nervous system .,O O O O O O O O O O O
We show that nNOS is the predominant isoform constitutively expressed in glia .,O O O B O O O O O O O O O
NO derived from nNOS in glia inhibits the transcription factor nuclear factor kappaB ( NF kappaB ) as NOS inhibitors enhance basal NF kappaB activation .,O O O B O O O O B I B I I O B I O O O O O O B I O O
"In Jurkat cells , a human T - cell lymphoma cell line , tumor necrosis factor - alpha ( TNF - alpha ) induces NF kappaB activation that is inhibited by PDTC .",O O O O O O O O O O O O O B I I I I O B I I O O B I O O O O O O O
NF kappaB activation in glia from mice lacking nNOS responds more rapidly to PDTC compared with astrocytes from wild - type mice .,B I O O O O O O B O O O O O O O O O O O O O O
"Our data suggest that nNOS in astrocytes regulates NF kappaB activity and iNOS expression , and indicate a novel regulatory role for nNOS in tonically suppressing central nervous system , NF kappaB - regulated genes .",O O O O B O O O B I O O B O O O O O O O O O B O O O O O O O B I I I I O
Interleukin - 6 ( IL - 6 ) is an important B - cell growth and differentiation factor .,B I I O B I I O O O O B I I I I I I O
"IL - 6 treatment of the human lymphoblastoid cell line , SKW6 . 4 , leads to increased IgM production .",B I I O O O O O O O O O O O O O O O B O O
We have previously shown that IL - 6 induces activation of JAK1 and JAK2 in human B cell lines .,O O O O O B I I O O O B O B O O O O O O
"A chimeric IL - 6 receptor , comprised of the intracellular tail of the IL - 6 receptor subunit gp130 fused to the extracellular domain of the epidermal growth factor ( EGF ) receptor , was stably transfected into SKW6 . 4 cells .",O O B I I I O O O O B I O O B I I I I B O O O B I O O B I I I I I I O O O O O O O O O O
"To define further the relation between Stat3 activation and enhanced IgM production , we determined the effect of chimeric gp130 on the transcriptional activation of a genetic element linked to immunoglobulin production , namely the immunoglobulin heavy chain enhancer ( IgH - enhancer ) .",O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O B O O O O B I I I O B I I O O
Parental as well as transfected SKW6 . 4 cells were transiently transfected with an IgH - enhancer - luciferase construct .,O O O O O O O O O O O O O O B I I I I I O
The transcriptional activity of the IgH - luciferase construct was induced upon ligation of the full - length chimeric receptor but not by truncated gp130 receptors .,O O O O O B I I I O O O O O O B I I I I O O O B I I O
"Moreover , the gp130 - induced activity of this reporter gene was abrogated by Stat3EE , a mutant Stat3 incapable of binding DNA .",O O O B O O O O O B I O O O B O O O B O O O O O
"These results indicate that IL - 6 - induced B - cell differentiation , as measured by IgM production , may be controlled by Stat3 proteins .",O O O O B I I O O O O O O O O O O B O O O O O O B I O
T - lymphocytes from individuals with filarial inflammatory disease have increased transendothelial migration in vitro .,O O O O O O O O O O O O O O O O
Circulating T - cells from individuals with filaria - induced lymphatic pathology ( LP ) had significantly greater migration through unstimulated HUVEC monolayers than did T - cells from asymptomatic infected ( MF ) individuals ( P = 0 . 04 ) .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In contrast to the MF individuals where no effect was seen , transendothelial migration of 48 - hr filarial antigen stimulated T - cells from LP individuals was significantly ( P = 0 . 01 ) greater than migration of 48 - hr media - stimulated T - cells .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In six of seven patients examined , inhibition of the VLA - 4 / VCAM - 1 pathway resulted in greater than 50 % inhibition of transendothelial migration of T - cells .",O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O
Transcriptional regulation of the ferritin heavy - chain gene : the activity of the CCAAT binding factor NF - Y is modulated in heme - treated Friend leukemia cells and during monocyte - to - macrophage differentiation .,O O O O B I I I I O O O O O B I I I I I O O O O O O O O O O O O O O O O O O
The ferritin H - chain gene promoter regulation was analyzed in heme - treated Friend leukemia cells ( FLCs ) and during monocyte - to - macrophage differentiation .,O B I I I I I O O O O O O O O O O O O O O O O O O O O O O
"In the majority of cell lines studied , the regulation of ferritin expression was exerted mostly at the translational level .",O O O O O O O O O O O B O O O O O O O O O
"However , in differentiating erythroid cells , which must incorporate high levels of iron to sustain hemoglobin synthesis , and in macrophages , which are involved in iron storage , transcriptional regulation seemed to be a relevant mechanism .",O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O
We show here that the minimum region of the ferritin H - gene promoter that is able to confer transcriptional regulation by heme in FLCs to a reporter gene is 77 nucleotides upstream of the TATA box .,O O O O O O O O O B I I I I O O O O O O O O O O O O O B I O B I I O O B I O
"The CCAAT element present in reverse orientation in this promoter region of the ferritin H - chain gene is necessary for binding and for gene activity , since a single point mutation is able to abolish the binding of HRF and the transcriptional activity in transfected cells .",O B I O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O
"By competition experiments and supershift assays , we identified the induced HRF as containing at least the ubiquitous transcription factor NF - Y .",O O O O O O O O O O O B O O O O O O B I B I I O
"NF - Y is formed by three subunits , A , B , and C , all of which are necessary for DNA binding .",B I I O O O O B O B O B O O B O O O O O O O O O O
"Cotransfection with a transdominant negative mutant of the NF - YA subunit abolishes the transcriptional activation by heme , indicating that NF - Y plays an essential role in this activation .",O O O B I I O O B I I I O O O O O B O O O B I I O O O O O O O O
We have also observed a differential expression of the NF - YA subunit in heme - treated and control FLCs and during monocyte - to - macrophage differentiation .,O O O O O O O O O B I I I O O O O O O O O O O O O O O O O
Concomitant downregulation of IgH 3 ' enhancer activity and c - myc expression in a plasmacytoma x fibroblast environment : implications for dysregulation of translocated c - myc .,O O O B I I I O O B I I O O O O O O O O O O O O O B I I O
"Regulation of immunoglobulin heavy chain ( IgH ) gene expression is controlled by a B cell - specific promoter , intronic enhancer and additional B cell - specific enhancer elements identified recently in the 3 ' end of the IgH locus .",O O B I I I I I I O O O O O B I I I I O B I O O B I I I I I O O O O O O O O O B I O
We have used a somatic cell hybridization approach to genetically analyse regulation of the activity of the IgH 3 ' enhancer .,O O O O O O O O O O O O O O O O O B I I I O
"When mouse MPC11 plasmacytoma cells , in which the IgH 3 ' enhancer is active , are fused with fibroblasts , Ig expression is extinguished at the level of transcription .",O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O
"Here we show that in a MPC11 plasmacytoma x fibroblast environment , the IgH 3 ' enhancer is transcriptionally inactive .",O O O O O O O O O O O O O B I I I O O O O
"Furthermore , we demonstrate that binding of several B cell - specific transcription factors , essential for IgH 3 ' enhancer activity , is lacking , which may explain 3 ' enhancer inactivity , although the binding of repressors can not be excluded .",O O O O O O O O B I I I I I O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O
